lat,lon,genus,species,count
44.837728,-115.787619,Zapus,princeps,1.5
44.837728,-115.787619,Thomomys,talpoides,
44.837728,-115.787619,Microtus,richardsoni,
44.837728,-115.787619,Myodes,gapperi,19
44.837728,-115.787619,Peromyscus,maniculatus,43
44.837728,-115.787619,Mustela,frenata,
44.837728,-115.787619,Glaucomys,sabrinus,
44.837728,-115.787619,Tamias,amoenus,21
44.837728,-115.787619,Sorex,spp.,5.5
33.28672,-111.278588,Peromyscus,eremicus,1
33.28672,-111.278588,Notiosorex,crawfordi,1
33.28672,-111.278588,Chaetodipus,baileyi,2
33.28672,-111.278588,Neotoma,albigula,2
33.28672,-111.278588,Peromyscus,eremicus,2
33.28672,-111.278588,Notiosorex,crawfordi,6
33.28672,-111.278588,Chaetodipus,baileyi,25
33.28672,-111.278588,Perognathus,amplus,13
33.28672,-111.278588,Notiosorex,crawfordi,1
33.28672,-111.278588,Chaetodipus,baileyi,5
33.28672,-111.278588,Perognathus,amplus,14
37.117436,-116.049992,Dipodomys,microps,0.59
37.117436,-116.049992,Perognathus,longimembris,2.28
37.117436,-116.049992,Onychomys,torridus,0.18
37.117436,-116.049992,Chaetodipus,formosus,0.13
37.117436,-116.049992,Dipodomys,merriami,0.13
37.117436,-116.049992,Dipodomys,microps,2.72
37.117436,-116.049992,Perognathus,longimembris,2.13
37.117436,-116.049992,Onychomys,torridus,0.49
37.117436,-116.049992,Ammospermophilus,leucurus,0.14
37.117436,-116.049992,Dipodomys,merriami,0.08
37.117436,-116.049992,Dipodomys,microps,0.09
37.117436,-116.049992,Dipodomys,ordii,0.14
37.117436,-116.049992,Perognathus,longimembris,1.75
37.117436,-116.049992,Onychomys,torridus,0.21
37.117436,-116.049992,Chaetodipus,formosus,1.87
37.117436,-116.049992,Dipodomys,merriami,0.13
37.117436,-116.049992,Peromyscus,maniculatus,0.02
37.117436,-116.049992,Dipodomys,merriami,0.13
37.117436,-116.049992,Dipodomys,microps,0.21
37.117436,-116.049992,Dipodomys,ordii,0.14
37.117436,-116.049992,Perognathus,longimembris,1.36
37.117436,-116.049992,Onychomys,torridus,0.06
37.117436,-116.049992,Chaetodipus,formosus,1.04
37.117436,-116.049992,Dipodomys,merriami,0.13
37.117436,-116.049992,Dipodomys,microps,0.31
37.117436,-116.049992,Perognathus,longimembris,1.94
37.117436,-116.049992,Neotoma,lepida,
37.117436,-116.049992,Peromyscus,crinitus,
37.117436,-116.049992,Ammospermophilus,leucurus,0.14
37.117436,-116.049992,Chaetodipus,formosus,0.38
37.117436,-116.049992,Dipodomys,merriami,0.13
37.117436,-116.049992,Dipodomys,microps,0.55
37.117436,-116.049992,Perognathus,longimembris,1.94
37.117436,-116.049992,Neotoma,lepida,
37.117436,-116.049992,Onychomys,torridus,0.29
37.117436,-116.049992,Peromyscus,maniculatus,0.02
37.117436,-116.049992,Peromyscus,crinitus,
37.117436,-116.049992,Ammospermophilus,leucurus,0.05
37.117436,-116.049992,Dipodomys,merriami,0.06
37.117436,-116.049992,Dipodomys,microps,0.94
37.117436,-116.049992,Dipodomys,ordii,0.14
37.117436,-116.049992,Perognathus,longimembris,1.03
37.117436,-116.049992,Onychomys,torridus,0.29
37.117436,-116.049992,Peromyscus,maniculatus,0.02
37.117436,-116.049992,Ammospermophilus,leucurus,0.1
37.117436,-116.049992,Dipodomys,merriami,0.38
37.117436,-116.049992,Dipodomys,microps,1.28
37.117436,-116.049992,Dipodomys,ordii,0.63
37.117436,-116.049992,Perognathus,longimembris,1.58
37.117436,-116.049992,Onychomys,torridus,0.23
37.117436,-116.049992,Ammospermophilus,leucurus,0.18
37.117436,-116.049992,Dipodomys,microps,2.13
37.117436,-116.049992,Perognathus,longimembris,1.45
37.117436,-116.049992,Ammospermophilus,leucurus,0.33
37.117436,-116.049992,Dipodomys,microps,1.37
37.117436,-116.049992,Perognathus,longimembris,0.05
37.117436,-116.049992,Dipodomys,merriami,0.91
37.117436,-116.049992,Dipodomys,ordii,0.14
37.117436,-116.049992,Perognathus,longimembris,0.41
37.117436,-116.049992,Onychomys,torridus,0.07
37.117436,-116.049992,Ammospermophilus,leucurus,0.36
37.117436,-116.049992,Dipodomys,ordii,0.28
37.117436,-116.049992,Perognathus,longimembris,0.14
37.117436,-116.049992,Ammospermophilus,leucurus,0.27
37.117436,-116.049992,Chaetodipus,formosus,0.13
37.117436,-116.049992,Dipodomys,merriami,0.88
37.117436,-116.049992,Perognathus,longimembris,2.38
37.117436,-116.049992,Onychomys,torridus,0.12
37.117436,-116.049992,Dipodomys,merriami,1.13
37.117436,-116.049992,Dipodomys,ordii,0.14
37.117436,-116.049992,Perognathus,longimembris,1.25
37.117436,-116.049992,Onychomys,torridus,0.12
37.117436,-116.049992,Dipodomys,merriami,0.09
37.117436,-116.049992,Dipodomys,microps,0.14
37.117436,-116.049992,Perognathus,longimembris,0.19
37.117436,-116.049992,Ammospermophilus,leucurus,0.08
37.117436,-116.049992,Chaetodipus,formosus,0.11
37.117436,-116.049992,Dipodomys,merriami,0.66
37.117436,-116.049992,Perognathus,longimembris,2.41
37.117436,-116.049992,Onychomys,torridus,0.61
37.117436,-116.049992,Dipodomys,merriami,0.47
37.117436,-116.049992,Perognathus,longimembris,2.69
37.117436,-116.049992,Ammospermophilus,leucurus,0.13
37.117436,-116.049992,Dipodomys,merriami,0.28
37.117436,-116.049992,Perognathus,longimembris,1.3
37.117436,-116.049992,Dipodomys,microps,0.28
37.117436,-116.049992,Perognathus,longimembris,0.88
37.117436,-116.049992,Ammospermophilus,leucurus,13
37.117436,-116.049992,Chaetodipus,formosus,0.11
37.117436,-116.049992,Dipodomys,merriami,0.09
37.117436,-116.049992,Dipodomys,microps,0.28
37.117436,-116.049992,Perognathus,longimembris,1.67
37.117436,-116.049992,Ammospermophilus,leucurus,0.13
37.117436,-116.049992,Chaetodipus,formosus,1.14
37.117436,-116.049992,Dipodomys,merriami,0.47
37.117436,-116.049992,Perognathus,longimembris,0.97
37.117436,-116.049992,Onychomys,torridus,0.61
37.117436,-116.049992,Chaetodipus,formosus,0.9
37.117436,-116.049992,Dipodomys,merriami,0.12
37.117436,-116.049992,Dipodomys,microps,0.38
37.117436,-116.049992,Perognathus,longimembris,1.82
37.117436,-116.049992,Onychomys,torridus,0.61
37.117436,-116.049992,Ammospermophilus,leucurus,0.08
37.117436,-116.049992,Chaetodipus,formosus,2.29
37.117436,-116.049992,Dipodomys,merriami,0.24
37.117436,-116.049992,Dipodomys,microps,0.38
37.117436,-116.049992,Perognathus,longimembris,0.2
37.117436,-116.049992,Chaetodipus,formosus,0.56
37.117436,-116.049992,Dipodomys,merriami,0.19
37.117436,-116.049992,Dipodomys,microps,0.56
37.117436,-116.049992,Perognathus,longimembris,0.48
37.117436,-116.049992,Peromyscus,crinitus,
37.117436,-116.049992,Ammospermophilus,leucurus,0.23
37.117436,-116.049992,Chaetodipus,formosus,0.23
37.117436,-116.049992,Dipodomys,microps,0.42
37.117436,-116.049992,Perognathus,longimembris,0.39
37.117436,-116.049992,Onychomys,torridus,0.61
37.117436,-116.049992,Ammospermophilus,leucurus,0.08
37.117436,-116.049992,Dipodomys,merriami,0.19
37.117436,-116.049992,Peromyscus,maniculatus,0.02
37.117436,-116.049992,Chaetodipus,formosus,1.47
37.117436,-116.049992,Dipodomys,merriami,1.71
37.117436,-116.049992,Perognathus,longimembris,0.19
37.117436,-116.049992,Chaetodipus,formosus,2.28
37.117436,-116.049992,Dipodomys,merriami,0.38
37.117436,-116.049992,Dipodomys,microps,0.14
37.117436,-116.049992,Peromyscus,crinitus,
37.117436,-116.049992,Chaetodipus,formosus,0.79
37.117436,-116.049992,Dipodomys,merriami,0.78
37.117436,-116.049992,Perognathus,longimembris,0.96
37.117436,-116.049992,Ammospermophilus,leucurus,0.16
37.117436,-116.049992,Dipodomys,merriami,0.59
37.117436,-116.049992,Perognathus,longimembris,0.39
37.117436,-116.049992,Ammospermophilus,leucurus,0.08
37.117436,-116.049992,Chaetodipus,formosus,0.23
37.117436,-116.049992,Dipodomys,microps,0.28
37.117436,-116.049992,Perognathus,longimembris,0.51
37.117436,-116.049992,Ammospermophilus,leucurus,0.16
37.117436,-116.049992,Chaetodipus,formosus,0.11
37.117436,-116.049992,Dipodomys,microps,0.14
37.117436,-116.049992,Perognathus,longimembris,0.48
37.117436,-116.049992,Chaetodipus,formosus,0.11
37.117436,-116.049992,Dipodomys,merriami,0.09
37.117436,-116.049992,Perognathus,longimembris,0.48
37.117436,-116.049992,Chaetodipus,formosus,1.88
37.117436,-116.049992,Dipodomys,microps,0.62
37.117436,-116.049992,Perognathus,longimembris,0.45
37.117436,-116.049992,Onychomys,torridus,0.08
37.117436,-116.049992,Peromyscus,crinitus,
37.117436,-116.049992,Ammospermophilus,leucurus,0.09
37.117436,-116.049992,Chaetodipus,formosus,0.75
37.117436,-116.049992,Dipodomys,merriami,0.6
37.117436,-116.049992,Dipodomys,microps,1.04
37.117436,-116.049992,Perognathus,longimembris,1.76
37.117436,-116.049992,Onychomys,torridus,0.14
37.117436,-116.049992,Ammospermophilus,leucurus,0.36
37.117436,-116.049992,Chaetodipus,formosus,0.45
37.117436,-116.049992,Dipodomys,merriami,0.1
37.117436,-116.049992,Dipodomys,microps,0.97
37.117436,-116.049992,Perognathus,longimembris,1.35
37.117436,-116.049992,Ammospermophilus,leucurus,0.16
37.117436,-116.049992,Chaetodipus,formosus,0.67
37.117436,-116.049992,Dipodomys,merriami,1.4
37.117436,-116.049992,Dipodomys,microps,2.24
37.117436,-116.049992,Perognathus,longimembris,1.39
37.117436,-116.049992,Onychomys,torridus,0.18
37.117436,-116.049992,Peromyscus,crinitus,
37.117436,-116.049992,Ammospermophilus,leucurus,0.19
37.117436,-116.049992,Chaetodipus,formosus,0.25
37.117436,-116.049992,Dipodomys,merriami,0.23
37.117436,-116.049992,Dipodomys,microps,0.85
37.117436,-116.049992,Perognathus,longimembris,2.33
37.117436,-116.049992,Onychomys,torridus,0.31
37.117436,-116.049992,Peromyscus,crinitus,
37.117436,-116.049992,Ammospermophilus,leucurus,0.09
37.117436,-116.049992,Dipodomys,merriami,0.23
37.117436,-116.049992,Dipodomys,microps,2.07
37.117436,-116.049992,Perognathus,longimembris,2.53
37.117436,-116.049992,Onychomys,torridus,0.26
37.117436,-116.049992,Peromyscus,truei,
37.117436,-116.049992,Ammospermophilus,leucurus,0.82
37.117436,-116.049992,Dipodomys,merriami,0.6
37.117436,-116.049992,Perognathus,longimembris,1.93
37.117436,-116.049992,Ammospermophilus,leucurus,0.41
37.117436,-116.049992,Perognathus,longimembris,2.04
37.117436,-116.049992,Onychomys,torridus,0.47
37.117436,-116.049992,Ammospermophilus,leucurus,0.74
37.117436,-116.049992,Chaetodipus,formosus,3.13
37.117436,-116.049992,Dipodomys,merriami,0.5
37.117436,-116.049992,Onychomys,torridus,0.12
37.117436,-116.049992,Peromyscus,crinitus,
37.117436,-116.049992,Ammospermophilus,leucurus,0.09
37.117436,-116.049992,Chaetodipus,formosus,1.39
37.117436,-116.049992,Dipodomys,ordii,0.14
37.117436,-116.049992,Perognathus,longimembris,0.34
37.117436,-116.049992,Neotoma,lepida,
37.117436,-116.049992,Onychomys,torridus,0.06
37.117436,-116.049992,Peromyscus,crinitus,
37.117436,-116.049992,Ammospermophilus,leucurus,0.28
37.117436,-116.049992,Chaetodipus,formosus,2.03
37.117436,-116.049992,Dipodomys,merriami,0.78
37.117436,-116.049992,Perognathus,longimembris,0.79
37.117436,-116.049992,Neotoma,lepida,
37.117436,-116.049992,Onychomys,torridus,0.12
37.117436,-116.049992,Peromyscus,crinitus,
37.117436,-116.049992,Ammospermophilus,leucurus,0.05
37.117436,-116.049992,Chaetodipus,formosus,0.13
37.117436,-116.049992,Dipodomys,merriami,0.24
37.117436,-116.049992,Perognathus,longimembris,1.44
37.117436,-116.049992,Neotoma,lepida,
37.117436,-116.049992,Onychomys,torridus,0.07
